,name,fieldlabel
4008,EHS - Tilløb Til Ulykker,Klemt mod væg
4010,EHS - Tilløb Til Ulykker,Hvad er der sket?
4011,EHS - Tilløb Til Ulykker,Hvad har du gjort for at stoppe faren?
4012,EHS - Tilløb Til Ulykker,Hvordan sikrer vi at det ikke sker igen?
4013,EHS - Tilløb Til Ulykker,Hvem har du snakket med?
4014,EHS - Tilløb Til Ulykker,blank 5px
4015,EHS - Tilløb Til Ulykker,blank 5px
4022,Skema Temperatur kontrol,Dato
4023,Skema Temperatur kontrol,Display °C
4024,Skema Temperatur kontrol,Termometer °C
4025,Skema Temperatur kontrol,Display °C
4028,Skema Temperatur kontrol,Termometer °C
4030,Skema Temperatur kontrol,Display °C
4031,Skema Temperatur kontrol,Termometer °C
4033,Skema Temperatur kontrol,Display °C
4034,Skema Temperatur kontrol,Termometer °C
4036,Skema Temperatur kontrol,Display °C
4037,Skema Temperatur kontrol,Termometer °C
4039,Skema Temperatur kontrol,Display °C
4040,Skema Temperatur kontrol,Termometer °C
4042,Skema Temperatur kontrol,Display °C
4043,Skema Temperatur kontrol,Termometer °C
4045,Skema Temperatur kontrol,Display °C
4046,Skema Temperatur kontrol,Termometer °C
4048,Skema Temperatur kontrol,Display °C
4049,Skema Temperatur kontrol,Termometer °C
4050,Skema Temperatur kontrol,Kommentar
4051,Talrække til Sorteringsordre,Værdi
4052,EHS - Tilløb Til Ulykker,Brug for Årsagsanalyse?
4053,EHS - Tilløb Til Ulykker,Fiskeben?
4054,EHS - Tilløb Til Ulykker,5 x Hvorfor?
4055,EHS - Tilløb Til Ulykker,Årsag til hændelsen?
4056,EHS - Tilløb Til Ulykker,Tiltag til sikring mod gentagelser
4057,EHS - Tilløb Til Ulykker,Trusler
4058,EHS - Tilløb Til Ulykker,Geninstruktion foretaget
4059,EHS - Tilløb Til Ulykker,Medarbejder henvist til dokument
4060,EHS - Tilløb Til Ulykker,Anbefalet sanktion af medarbejder
4061,EHS - Tilløb Til Ulykker,Uddybende kommentar
4062,EHS - Tilløb Til Ulykker,Nummer
4063,EHS - Tilløb Til Ulykker,5 x Hvorforanalyse
4064,EHS - Tilløb Til Ulykker,Oprettet fra Afvigelse?
4065,EHS - Tilløb Til Ulykker,Vælg afvigelse
4066,Afvigelse,Afdeling
4067,Kundekartotek,Blank
4068,Kundekartotek,blank 15px
4069,Kundekartotek,blank 15px
4070,Kundekartotek,Risikovurdering
4071,Kundekartotek,Adgang til Scorecards
4072,EHS - Tilløb Til Ulykker,Metode
4073,EHS - Tilløb Til Ulykker,Miljø
4074,EHS - Tilløb Til Ulykker,Mennesker
4075,EHS - Tilløb Til Ulykker,Måling
4076,EHS - Tilløb Til Ulykker,Maskiner
4077,EHS - Tilløb Til Ulykker,Materialer
4078,EHS - Tilløb Til Ulykker,blank
4080,EHS - Tilløb Til Ulykker,Behandlet af
4081,EHS - Tilløb Til Ulykker,Oprettet den
4082,EHS - Tilløb Til Ulykker,Har andre end arbejdsleder været involveret?
4083,EHS - Tilløb Til Ulykker,Dato for opfølgning på effekt af tiltag
4084,EHS - Tilløb Til Ulykker,Effekt af tiltag
4085,EHS - Tilløb Til Ulykker,Kommenter effekt
4086,EHS - Tilløb Til Ulykker,Behov for handleplan?
4087,EHS - Tilløb Til Ulykker,Handleplan oprettet (i SN)
4088,EHS - Tilløb Til Ulykker,Handleplingsplannr. i SN?
4089,EHS - Tilløb Til Ulykker,Handlingsplan oprettet af?
4090,EHS - Tilløb Til Ulykker,QEHS vurdering
4091,Skema Temperatur kontrol,Afvigelse
4092,Skema Temperatur kontrol,Afvigelse
4093,Skema Temperatur kontrol,Afvigelse
4094,Skema Temperatur kontrol,Afvigelse
4095,Skema Temperatur kontrol,Afvigelse
4096,Skema Temperatur kontrol,Afvigelse
4097,Skema Temperatur kontrol,Afvigelse
4098,Skema Temperatur kontrol,Afvigelse
4099,Skema Temperatur kontrol,Afvigelse
4100,Skema Temperatur kontrol,"Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 1,5 °C"
4101,EHS - Tilløb Til Ulykker,Ansvarlig
4102,EHS - Tilløb Til Ulykker,Hvem skal behandle sagen?
4103,Kontrol af vægte - Garveri,"Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 1,5 kg."
4104,Kritiske Leverandører,Resultat af Leverandørevaluering
4105,Kritiske Leverandører,Evt. kommentar til Leverandørevaluering
4106,Kritiske Leverandører,Kategori
4107,Kritiske Leverandører,Årsag til kritikalitet
4108,Audit,Upload IPW Fil - Redundant
4109,Kundekartotek,Er ovenstående leveringsadressen?
4110,Kundekartotek,Leveringsadresse
4111,Kundekartotek,Postnummer
4112,Kundekartotek,By
4113,Kundekartotek,Evt. stednavn
4114,Kundekartotek,Land
4115,Kundekartotek,Delstat el. Region
4116,Kunde - Leveringsadresser,Kunde
4117,Kunde - Leveringsadresser,Adresse
4118,Kunde - Leveringsadresser,Postnummer
4119,Kunde - Leveringsadresser,By
4120,Kunde - Leveringsadresser,Region el. stat
4121,Kunde - Leveringsadresser,Land
4122,Kunde - Leveringsadresser,Forvalg
4123,Kunde - Leveringsadresser,Tlf.:
4125,Kunde - Leveringsadresser,Navn
4126,Kunde - Leveringsadresser,Stilling
4128,EHS - Arbejdsulykker,Nummer
4129,EHS - Arbejdsulykker,Dato for ulykken
4131,EHS - Arbejdsulykker,Beskriv eller kommentér ulykken
4132,EHS - Arbejdsulykker,Hvad har du gjort for at stoppe ulykken?
4133,EHS - Arbejdsulykker,Tilskadekommendes ide til hvordan vi sikrer at det ikke sker igen?
4134,EHS - Arbejdsulykker,Hvem har du orienteret?
4135,EHS - Arbejdsulykker,Hvem skal behandle sagen? (Afdelings-/Arbejdsleder/AMR)
4137,EHS - Arbejdsulykker,Lønnummer
4138,EHS - Arbejdsulykker,Fornavn
4139,EHS - Arbejdsulykker,Telefonnummer
4140,EHS - Arbejdsulykker,Mail
4141,EHS - Arbejdsulykker,Upload fotos fra skadesstedet (mindst ét)
4143,EHS - Arbejdsulykker,Oprettet fra Afvigelse?
4144,EHS - Arbejdsulykker,Vælg afvigelse
4145,EHS - Arbejdsulykker,Vurderet årsag til hændelsen?
4146,EHS - Arbejdsulykker,5 x Hvorfor?
4147,EHS - Arbejdsulykker,5 x Hvorfor analyse
4148,EHS - Arbejdsulykker,Fiskeben?
4149,EHS - Arbejdsulykker,Metode
4150,EHS - Arbejdsulykker,Miljø
4151,EHS - Arbejdsulykker,Mennesker
4152,EHS - Arbejdsulykker,Måling
4153,EHS - Arbejdsulykker,Maskiner
4154,EHS - Arbejdsulykker,Materialer
4155,EHS - Arbejdsulykker,blank
4156,EHS - Arbejdsulykker,AMG tiltag til sikring mod gentagelser
4157,EHS - Arbejdsulykker,Brug for geninstruktion
4158,EHS - Arbejdsulykker,Geninstruktion foretaget
4159,EHS - Arbejdsulykker,Medarbejder henvist til dokument
4160,EHS - Arbejdsulykker,Anbefalet sanktion af medarbejder
4161,EHS - Miljø,Påvirkning
4163,EHS - Arbejdsulykker,Behandlet af
4164,EHS - Arbejdsulykker,Oprettes i SafetyNet?
4165,EHS - Arbejdsulykker,Oprettet den
4166,EHS - Arbejdsulykker,Har andre end arbejdsleder været involveret?
4167,EHS - Arbejdsulykker,Dato for evaluering af tiltag
4168,EHS - Arbejdsulykker,Effekt af tiltag
4169,EHS - Arbejdsulykker,Kommenter effekt
4170,EHS - Arbejdsulykker,Behov for handleplan?
4171,EHS - Arbejdsulykker,Handleplan oprettet (i SN)
4172,EHS - Arbejdsulykker,Handleplingsplannr. i SN?
4173,EHS - Arbejdsulykker,Handlingsplan oprettet af?
4174,EHS - Arbejdsulykker,Vurdering
4175,EHS - Arbejdsulykker,Ansvarlig
4177,EHS - Miljø,Nummer
4178,EHS - Miljø,Dato for hændelsen
4180,EHS - Miljø,Afdeling
4181,EHS - Miljø,Hvad er der sket?
4182,EHS - Miljø,Hvad har du gjort for at stoppe hændelsen?
4183,EHS - Miljø,Forslag til forebyggende tiltag?
4184,EHS - Miljø,Hvem har du kontaktet?
4185,EHS - Miljø,Hvem skal behandle sagen?
4187,EHS - Miljø,Hent
4188,EHS - Miljø,Lønnummer
4189,EHS - Miljø,Telefonnummer
4190,EHS - Miljø,Initialer
4191,EHS - Miljø,blank 5px
4192,EHS - Miljø,Upload af filer
4194,EHS - Miljø,Oprettet fra Afvigelse?
4195,EHS - Miljø,Vælg afvigelse
4196,EHS - Miljø,Årsag til hændelsen?
4197,EHS - Miljø,Brug for Årsagsanalyse?
4198,EHS - Miljø,5 x Hvorfor?
4199,EHS - Miljø,5 x Hvorforanalyse
4200,EHS - Miljø,Fiskeben?
4201,EHS - Miljø,Metode
4202,EHS - Miljø,Miljø
4203,EHS - Miljø,Mennesker
4204,EHS - Miljø,Måling
4205,EHS - Miljø,Maskiner
4206,EHS - Miljø,Materialer
4207,EHS - Miljø,blank
4208,EHS - Miljø,Tiltag til sikring mod gentagelser
4209,EHS - Miljø,Brug for geninstruktion
4210,EHS - Miljø,Geninstruktion foretaget
4211,EHS - Miljø,Medarbejder henvist til dokument
4212,EHS - Miljø,Anbefalet sanktion af medarbejder
4213,Change Management,Miljøscore
4215,EHS - Miljø,Behandlet af
4216,EHS - Miljø,Oprettes i SafetyNet?
4217,EHS - Miljø,Oprettet den
4218,EHS - Miljø,Har andre end arbejdsleder været involveret?
4219,EHS - Miljø,Dato for opfølgning på effekt af tiltag
4220,EHS - Miljø,Effekt af tiltag
4221,EHS - Miljø,Kommenter effekt
4222,EHS - Miljø,Behov for handleplan?
4223,EHS - Miljø,Handleplan oprettet (i SN)
4224,EHS - Miljø,Handleplingsplannr. i SN?
4225,EHS - Miljø,Handlingsplan oprettet af?
4226,EHS - Miljø,QEHS vurdering
4227,EHS - Tilløb Til Ulykker,Risikovurdering
4228,EHS - Miljøemne,Tekst
4229,EHS - Miljø,Kategori
4230,EHS - Miljø,Risikopotentiale
4231,Tidspunkter,Tidspunkt
4232,EHS - Miljø,Ca. tidspunkt for hændelsen
4233,EHS - Miljø,Hvornår?
4234,EHS - Miljø,Tidspunkt:
4235,EHS - Miljø,QEHS klassificering af hændelsen
4236,EHS - Miljø,Område
4237,EHS - Miljø,Navn på kemikalie
4238,EHS - Miljø,Faresætninger (H-sætninger)
4239,EHS - Miljø,Mængde:
4240,CMS - Liste med H-sætninger,H-Nr.
4241,CMS - Liste med H-sætninger,H-Sætning
4242,CMS - Liste med H-sætninger,LBK Gift?
4243,CMS - Liste med H-sætninger,GHS
4244,CMS - Liste med H-sætninger,GHS-Faresymbol (Sekundær)
4245,CMS - Liste med H-sætninger,GHS-Faresymbol (Tertiær)
4246,CMS - Liste med H-sætninger,Anmeldelsespligt
4251,EHS - Miljø,Akut helbredsfare
4252,EHS - Miljø,Længerevarende helbredspåvirkning
4253,CMS - Liste med H-sætninger,Påkrævet handling
4254,EHS - Miljø,Hvilke ressourcer spildes
4255,EHS - Miljø,Hvem har rapporteret?
4256,EHS - Miljø,Navn på klager
4257,EHS - Miljø,Adresse på klager
4258,EHS - Miljø,Postnummer
4259,EHS - Miljø,Telefonnummer:
4260,EHS - Miljø,Mailadresse:
4261,EHS - Miljø,By
4262,EHS - Miljø,Henvendelse modtaget:
4263,EHS - Miljø,Modtaget via:
4264,EHS - Miljø,Vedhæft mail eller brev
4265,EHS - Miljø,Orientering til:
4266,EHS - Miljø,Orientering gennemført?
4267,EHS - Miljø,Dato for orientering
4268,EHS - Miljø,Potentiel miljøpåvirkning
4269,EHS - Miljø,Potentiel omdømmepåvirkning
4270,EHS - Miljø,Igangsatte tiltag til at afbøde effekt
4271,EHS - Miljø,Grundlag for vurdering af miljøpåvirkning
4272,EHS - Miljø,Grundlag for vurdering af helbredspåvirkning
4273,EHS - Arbejdsulykker,Efternavn
4274,EHS - Arbejdsulykker,Ca. tidspunkt for ulykken
4275,EHS - Arbejdsulykker,Arbejdsfunktion på ulykkestidspunktet
4276,EHS - Arbejdsulykker,Situation
4277,EHS - Arbejdsulykker,Hændelsestype
4278,EHS - Arbejdsulykker,Specifikt
4279,EHS - Arbejdsulykker,Konsekvens
4280,EHS - Arbejdsulykker,Skade
4282,EHS - Arbejdsulykker,Sår og overfladiske skrader
4283,EHS - Arbejdsulykker,Knoglebrud
4284,EHS - Arbejdsulykker,"Ledskred, forstuvninger og forstrækninger"
4285,EHS - Arbejdsulykker,Tab/knusning af legemsdel
4286,EHS - Arbejdsulykker,Hjernerystelse og indre skader
4287,EHS - Arbejdsulykker,"Forbrænding, ætsning og forfrysning"
4288,EHS - Arbejdsulykker,Forgiftning og infektion
4289,EHS - Arbejdsulykker,Drukning og kvælning
4290,EHS - Arbejdsulykker,"Lyd, vibrationer eller tryk"
4291,EHS - Arbejdsulykker,"Ekstreme temperaturer, lys eller bestråling"
4292,EHS - Arbejdsulykker,Chok og psykisk belastning
4293,EHS - Arbejdsulykker,Anden eller uoplyst skade
4294,EHS - Arbejdsulykker,Legemsdel
4295,EHS - Arbejdsulykker,Hoved
4296,EHS - Arbejdsulykker,Hals
4297,EHS - Arbejdsulykker,Ryg  inkl. rygsøjle
4298,EHS - Arbejdsulykker,Krop og organer
4299,EHS - Arbejdsulykker,"Skulder, arm, hånd"
4300,EHS - Arbejdsulykker,"Hofte, ben, fod"
4301,EHS - Arbejdsulykker,"Hele legemet, flere legemsdele eller psyken"
4302,EHS - Arbejdsulykker,Andre dele af legemet eller uoplyst
4306,EHS - Arbejdsulykker,Følgevirkninger
4307,Forbedringsforslag,Begrundelse for ny beslutningstager
4308,EHS - Arbejdsulykker,Hvornår?
4309,EHS - Arbejdsulykker,Tidspunkt
4310,EHS - Arbejdsulykker,Blank linje
4311,EHS - Arbejdsulykker,Beskriv nærmere
4312,EHS - Arbejdsulykker,Blank
4313,EHS - Arbejdsulykker,Erfaring i den udførte funktion
4314,EHS - Arbejdsulykker,Antal arbejdstimer på skadestidspunkt
4315,EHS - Arbejdsulykker,Send orientering til
4316,Forbedringsforslag,Ansvarlig for opfølgning
4317,Forbedringsforslag,Deadline for opfølgning
4318,EHS - Miljø,"Hvis hændelsen har karakter af alvorlig eller derover, skal PETKI kontaktes på 2340 3128"
4319,Korrigerende handling,Ansvarlig for evaluering
4320,Korrigerende handling,Hvem har udført opgaven?
4321,Korrigerende handling,Effekt af korrigerende handling
4322,Korrigerende handling,Deadline for evaluering
4323,Korrigerende handling,Upload dokumentation
4324,Korrigerende handling,blank 15px
4325,Korrigerende handling,Flyt deadline
4326,Korrigerende handling,Begrundelse for ændring af deadline
4327,Korrigerende handling,Ny deadline
4328,Korrigerende handling,Supplerende korrigerende handling
4329,Korrigerende handling,Beskrivelse af afvigelsen
4330,EHS - Arbejdsulykker,Vedhæft instruks
4331,EHS - Arbejdsulykker,Instruktion er:
4332,EHS - Arbejdsulykker,Ved skadesbehandling - Hvem var involveret?
4333,EHS - Arbejdsulykker,Instruktion oprettes/rettes senest
4335,EHS - Arbejdsulykker,Resultat af behandling:
4336,EHS - Arbejdsulykker,Hvordan har vores håndtering været?
4337,EHS - Tilløb Til Ulykker,Svære pladsforhold
4338,EHS - Tilløb Til Ulykker,Anbefales sanktion af medarbejder?
4339,Kontrol af vægte - Garveri,"Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 1,5 kg."
4340,Kontrol af vægte - Garveri,"Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 1,5 kg."
4341,Kontrol af vægte - Garveri,Ved afvigelse kontaktes teknisk afdeling. Der tillades en afvigelse på +/- 500 kg.
4342,EHS - Arbejdsulykker,Skal der oprettes et forbedringsforslag?
4343,EHS - Arbejdsulykker,Opret forbedringsforslag
4344,EHS - Arbejdsulykker,Er der oprettet instruktion?
4345,EHS - Arbejdsulykker,Vælg instruktion
4346,EHS - Arbejdsulykker,Ansvarlig for oprettelse af instruktion
4347,Kontrol af vægte - Garveri,Skema
4348,Scan-Hides områder,Tekst
4349,S-H Samtale referater,Samtale med
4350,S-H Samtale referater,Samtaledato
4351,S-H Samtale referater,Referat af samtale
4352,S-H Samtale referater,Vurdering af kundetilfredshed
4353,S-H Samtale referater,Seneste dato for næste vurdering
4354,Kundekartotek,Dato for seneste kundesamtale
4355,S-H Samtale referater,Oprettet af
4356,Forbedringsforslag,Deadline for beslutning
4357,Områder på Scan-Hide-1503,A-værdi
4358,Underområder-150323,B-værdi
4359,Underområder-150323,Pegepind til A-Værdi
4360,EHS - Arbejdsulykker,Afdeling (hvor det skete!)
4361,EHS - Arbejdsulykker,Område
4365,EHS - Tilløb Til Ulykker,Afdeling (hvor det skete!)
4366,EHS - Tilløb Til Ulykker,Område
4367,EHS - Tilløb Til Ulykker,Ca. tidspunkt for hændelsen
4369,Afvigelse,Område
4370,S-H Samtale referater,Kunde
4371,Kundekartotek,blank
4372,Kundekartotek,Via agent?
4373,EHS - Tilløb Til Ulykker,Send orientering til
4374,EHS Hændelseskode A,A-værdi
4375,EHS - Under_hændelseskode_B,B-værdi
4376,EHS - Under_hændelseskode_B,Pegepind til A-Værdi
4377,EHS - Arbejdsulykker,Jobtype
4378,Sorteringshjælpetabel grp,Palle
4379,Sorteringshjælpetabel grp,Opr.
4380,Sorteringshjælpetabel grp,1
4381,Sorteringshjælpetabel grp,2
4382,Sorteringshjælpetabel grp,3
4383,Sorteringshjælpetabel grp,4
4384,Sorteringshjælpetabel grp,5
4385,Sorteringshjælpetabel grp,6
4386,Sorteringshjælpetabel grp,7
4387,Sorteringshjælpetabel grp,I alt
4388,Sorteringshjælpetabel grp,Diff.
4389,Sorteringsskema - garveri,tabel1
4390,Sorteringsskema - garveri,Notater
4391,Sorteringsskema - garveri,Dato
4392,Sorteringsskema - garveri,Ordre nr.
4393,Sorteringsskema - garveri,Sortérmester
4394,Sorteringsskema - garveri,SH Logo
4395,Sorteringsskema - garveri,blank 25px
4396,Sorteringsskema - garveri,blank 25px
4398,Forbedringsforslag,Det skal undersøges og vurderes af:
4399,Forbedringsforslag,Følgende er undersøgt og vurderet:
4400,Forbedringsforslag,Konklusion på undersøgelse
4401,Forbedringsforslag,"Før endelig beslutning skal det undersøges og vurderes om forslaget er teknisk muligt, OG om det er arbejdsmiljø- og miljø- og kvalitetsmæssigt sikkert."
4402,Forbedringsforslag,Indførsel af forslag risikovurderes til:
4403,EHS - Miljø,Send orientering til
4404,EHS - Miljø,Hændelsen er håndteret/afsluttet
4405,Change Management,Upload filer
4406,Sorteringsskema - garveri,Parti nr.:
4407,Sorteringsskema - garveri,Kunde
4408,Sorteringsskema - garveri,Sorteringsnummer
4409,Sorteringsskema - garveri,Færdigsorteret
4411,Sorteringsskema - garveri,Vare
4412,Sorteringsskema - garveri,blank 25px
4414,Sorteringsskema - garveri,Antal fra tidligere ordre pr. gruppe
4415,EHS - Tilløb Til Ulykker,Manglende eller forkert brug af PPE
4416,EHS - Tilløb Til Ulykker,Indånding af biologiske stoffer
4417,CMS - CAS-Numre,CAS-Nummer
4418,CMS - CAS-Numre,Navn på kemisk forbindelse
4419,CMS - Kemikalie,Handelsnavn på kemikalie
4420,EHS - Liste med værnemidler/PPE,Andre navne
4421,EHS - Liste med værnemidler/PPE,Navn på værnemiddel/PPE
4422,EHS - Liste med værnemidler/PPE,Beskyttelseskategori
4423,EHS - Liste med værnemidler/PPE,Overholder standard
4424,EHS - Liste med værnemidler/PPE,Bruges ved
4425,EHS - Arbejdsopgaver med brug af værnemidler/PPE,Tekst
4426,EHS - Liste med værnemidler/PPE,Brugsanvisning
4427,EHS - Liste med værnemidler/PPE,Særlig opmærksomhed!
4428,EHS - Liste med værnemidler/PPE,Upload datablad
4429,EHS - Liste med værnemidler/PPE,Leveres af:
4430,EHS - Liste med værnemidler/PPE,Producent:
4431,EHS - Liste med værnemidler/PPE,Benyttes sammen med
4432,EHS - Liste med værnemidler/PPE,Sidst evalueret
4433,CMS - List of Substances of Very High Concern,Stofnavn
4434,CMS - List of Substances of Very High Concern,Beskrivelse
4435,CMS - List of Substances of Very High Concern,EF-nr.
4436,CMS - List of Substances of Very High Concern,CAS-nr.
4437,CMS - List of Substances of Very High Concern,Begrundelse for opførelse
4438,CMS - List of Substances of Very High Concern,Dato for opførelse
4439,CMS - List of Substances of Very High Concern,Afgørelse
4440,CMS - List of Substances of Very High Concern,Bemærkninger
4441,CMS - CAS-Numre,Andet navn
4442,Afvigelse,CPQ - Omkostninger ved afvigelsen?
4443,Afvigelse,Hvorfor er analyse ikke nødvendig?
4444,Afvigelse,blank 15px
4445,Afvigelse,blank 15px
4446,Afvigelse,blank 15px
4447,Evaluering af leverandører,Har leverandøren sendt en miljøpolitik?
4448,Evaluering af leverandører,Dato for modtagelse af miljøpolitik
4449,Evaluering af leverandører,Har leverandøren sendt en kvalitetspolitik?
4450,Evaluering af leverandører,Dato for modtagelse af kvalitetspolitik
4451,Evaluering af leverandører,Upload modtagne filer
4452,Evaluering af leverandører,Er leverandøren registreret i ZDHC?
4453,Evaluering af leverandører,ZDHC AID
4454,Evaluering af leverandører,Har leverandøren ZDHC certifikater?
4455,Evaluering af leverandører,Er leverandøren OEKO-TEX certificeret?
4456,Evaluering af leverandører,Hvilke certifikater har leverandøren?
4458,Evaluering af leverandører,Overholder leverandøren aftalte tidsfrister?
4459,Evaluering af leverandører,Er det leverede i overensstemmelse med det aftalte?
